id,title,severity,active,verified,mitigated,cwe,test_type,date,sla_expiration_date
303,CVE-2016-4055 Moment 2.0.0,Medium,True,True,False,400,Trivy Scan,2026-04-13,2026-07-12
308,CVE-2021-23771 Notevil 1.3.3,Medium,True,True,False,1321,Trivy Scan,2026-04-13,2026-07-12
312,CVE-2016-1000237 Sanitize-HTML 1.4.2,Medium,True,True,False,79,Trivy Scan,2026-04-13,2026-07-12
313,CVE-2017-16016 Sanitize-HTML 1.4.2,Medium,True,True,False,79,Trivy Scan,2026-04-13,2026-07-12
314,CVE-2019-25225 Sanitize-HTML 1.4.2,Medium,True,True,False,79,Trivy Scan,2026-04-13,2026-07-12
315,CVE-2021-26539 Sanitize-HTML 1.4.2,Medium,True,True,False,,Trivy Scan,2026-04-13,2026-07-12
316,CVE-2021-26540 Sanitize-HTML 1.4.2,Medium,True,True,False,,Trivy Scan,2026-04-13,2026-07-12
317,CVE-2024-21501 Sanitize-HTML 1.4.2,Medium,True,True,False,200,Trivy Scan,2026-04-13,2026-07-12
318,NSWG-ECO-154 Sanitize-HTML 1.4.2,Medium,True,True,False,,Trivy Scan,2026-04-13,2026-07-12
319,CVE-2024-38355 socket.io 3.1.2,Medium,True,True,False,20,Trivy Scan,2026-04-13,2026-07-12
320,CVE-2023-32695 socket.io-parser 4.0.5,Medium,True,True,False,20,Trivy Scan,2026-04-13,2026-07-12
325,CVE-2024-28863 Tar 4.4.19,Medium,True,True,False,400,Trivy Scan,2026-04-13,2026-07-12
336,CVE-2025-56200 Validator 13.15.15,Medium,True,True,False,79,Trivy Scan,2026-04-13,2026-07-12
341,CVE-2023-32313 Vm2 3.9.17,Medium,True,True,False,74,Trivy Scan,2026-04-13,2026-07-12
344,Secret Detected in /juice-shop/frontend/src/app/app.guard.spec.ts - JWT Token,Medium,True,False,False,,Trivy Scan,2026-04-13,2026-07-12
345,Secret Detected in /juice-shop/frontend/src/app/last-login-ip/last-login-ip.component.spec.ts - JWT Token,Medium,True,False,False,,Trivy Scan,2026-04-13,2026-07-12
356,GHSA-r7qp-cfhv-p84w in engine.io:4.1.2,Medium,True,False,False,,Anchore Grype,2026-04-13,2026-07-12
358,GHSA-87vv-r9j6-g5qv in moment:2.0.0,Medium,True,False,False,,Anchore Grype,2026-04-13,2026-07-12
361,GHSA-rm97-x556-q36h in sanitize-html:1.4.2,Medium,True,False,False,,Anchore Grype,2026-04-13,2026-07-12
363,GHSA-pfrx-2q88-qq97 in got:8.3.2,Medium,True,False,False,,Anchore Grype,2026-04-13,2026-07-12
365,GHSA-p5gc-c584-jj6v in vm2:3.9.17,Medium,True,False,False,,Anchore Grype,2026-04-13,2026-07-12
366,GHSA-f5x3-32g6-xq36 in tar:4.4.19,Medium,True,False,False,,Anchore Grype,2026-04-13,2026-07-12
368,GHSA-3j7m-hmh3-9jmp in sanitize-html:1.4.2,Medium,True,False,False,,Anchore Grype,2026-04-13,2026-07-12
370,GHSA-8g4m-cjm2-96wq in notevil:1.3.3,Medium,True,False,False,,Anchore Grype,2026-04-13,2026-07-12
374,GHSA-mjxr-4v3x-q3m4 in sanitize-html:1.4.2,Medium,True,False,False,,Anchore Grype,2026-04-13,2026-07-12
375,GHSA-rjqq-98f6-6j3r in sanitize-html:1.4.2,Medium,True,False,False,,Anchore Grype,2026-04-13,2026-07-12
377,GHSA-xc6g-ggrc-qq4r in sanitize-html:1.4.2,Medium,True,False,False,,Anchore Grype,2026-04-13,2026-07-12
378,GHSA-cqmj-92xf-r6r9 in socket.io-parser:4.0.5,Medium,True,False,False,,Anchore Grype,2026-04-13,2026-07-12
380,GHSA-fvqr-27wr-82fm in lodash:2.4.2,Medium,True,False,False,,Anchore Grype,2026-04-13,2026-07-12
381,GHSA-25hc-qcg6-38wj in socket.io:3.1.2,Medium,True,False,False,,Anchore Grype,2026-04-13,2026-07-12
389,GHSA-952p-6rrq-rcjv in micromatch:3.1.10,Medium,True,False,False,,Anchore Grype,2026-04-13,2026-07-12
401,CVE-2026-22796 in libssl3:3.0.17-1~deb12u2,Medium,True,False,False,,Anchore Grype,2026-04-13,2026-07-12
402,GHSA-r5mx-6wc6-7h9w in dottie:2.0.6,Medium,True,False,False,,Anchore Grype,2026-04-13,2026-07-12
418,GHSA-hjrf-2m68-5959 in jsonwebtoken:0.1.0,Medium,True,False,False,,Anchore Grype,2026-04-13,2026-07-12
419,GHSA-hjrf-2m68-5959 in jsonwebtoken:0.4.0,Medium,True,False,False,,Anchore Grype,2026-04-13,2026-07-12
423,GHSA-qhxp-v273-g94h in sanitize-html:1.4.2,Medium,True,False,False,,Anchore Grype,2026-04-13,2026-07-12
426,GHSA-9965-vmph-33xx in validator:13.15.15,Medium,True,False,False,,Anchore Grype,2026-04-13,2026-07-12
430,GHSA-xxjr-mmjv-4gpg in lodash:4.17.21,Medium,True,False,False,,Anchore Grype,2026-04-13,2026-07-12
433,CVE-2025-9232 in libssl3:3.0.17-1~deb12u2,Medium,True,False,False,,Anchore Grype,2026-04-13,2026-07-12
438,GHSA-mh29-5h37-fv8m in js-yaml:3.14.1,Medium,True,False,False,,Anchore Grype,2026-04-13,2026-07-12
440,GHSA-qwph-4952-7xr6 in jsonwebtoken:0.1.0,Medium,True,False,False,,Anchore Grype,2026-04-13,2026-07-12
441,GHSA-qwph-4952-7xr6 in jsonwebtoken:0.4.0,Medium,True,False,False,,Anchore Grype,2026-04-13,2026-07-12
443,CVE-2026-22795 in libssl3:3.0.17-1~deb12u2,Medium,True,False,False,,Anchore Grype,2026-04-13,2026-07-12
448,CVE-2025-68160 in libssl3:3.0.17-1~deb12u2,Medium,True,False,False,,Anchore Grype,2026-04-13,2026-07-12
459,CVE-2025-55132 in node:22.18.0,Medium,True,False,False,,Anchore Grype,2026-04-13,2026-07-12
460,CVE-2025-8058 in libc6:2.36-9+deb12u10,Medium,True,False,False,,Anchore Grype,2026-04-13,2026-07-12
466,CVE-2025-69418 in libssl3:3.0.17-1~deb12u2,Medium,True,False,False,,Anchore Grype,2026-04-13,2026-07-12
469,GHSA-rvg8-pwq2-xj7q in base64url:0.0.6,Medium,True,False,False,,Anchore Grype,2026-04-13,2026-07-12
470,Content Security Policy (CSP) Header Not Set,Medium,True,False,False,693,ZAP Scan,2026-04-13,2026-07-12
471,Cross-Domain Misconfiguration,Medium,True,False,False,264,ZAP Scan,2026-04-13,2026-07-12
